Región;Número de Región;Comuna;Establecimiento;Teléfono;Pertenecencia;Dirección
De La Araucanía;IX;Perquenco;Consultorio Perquenco;452537005;Perteneciente;
De La Araucanía;IX;Cunco;Centro de Salud Familiar Andrés Sandoval Calderón;452578202;Perteneciente;
De La Araucanía;IX;Cholchol;Centro de Salud Familiar Chol Chol;452351507;Perteneciente;Calle Aníbal Pinto 552
De La Araucanía;IX;Carahue;Centro de Salud Familiar Trovolhue;452351306;Perteneciente;Calle Juan Pablo 1335
De La Araucanía;IX;Villarrica;Centro de Salud Familiar Villarrica;800500910;Perteneciente;Calle Caupolicán 2001
De La Araucanía;IX;Padre Las Casas;Centro de Salud Familiar Las Colinas;800500904;Perteneciente;Calle Mañil 130
De La Araucanía;IX;Freire;Centro de Salud Familiar Quepe;452391082;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Centro de Salud Intercultural Boroa Filulawen;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Centro de Salud Familiar Nueva Imperial;452611063;Perteneciente;Calle Gorostiaga 258
De La Araucanía;IX;Padre Las Casas;Centro de Salud Familiar Pulmahue;452332842;Perteneciente;Avenida La Quebrada 1419
De La Araucanía;IX;Temuco;Centro de Referencia de Salud Miraflores;452555002;Perteneciente;Calle Miraflores 1369
De La Araucanía;IX;Temuco;COSAM PRAIS;;Perteneciente;Calle Aldunate 191
De La Araucanía;IX;Temuco;CECOSAM Temuco;;Perteneciente;Calle Vicuña Mackenna 51
De La Araucanía;IX;Lautaro;Centro de Salud Familiar Lautaro;452557570;Perteneciente;
De La Araucanía;IX;Temuco;Centro de Salud Familiar Pedro de Valdivia;452348388;Perteneciente;Calle Chivilcán 910
De La Araucanía;IX;Villarrica;Centro de Salud Familiar Lican Ray;;Perteneciente;
De La Araucanía;IX;Teodoro Schmidt;Centro de Salud Familiar Hualpín;452197219;Perteneciente;Calle Andrés Bello 320
De La Araucanía;IX;Temuco;Centro de Salud Familiar Labranza;452376675;Perteneciente;Calle Uno Norte 11
De La Araucanía;IX;Padre Las Casas;COSAM Padre las Casas;452990596;Perteneciente;Calle Mac-Iver 1398
De La Araucanía;IX;Temuco;Centro de Salud Docente Asistencial Monseñor Sergio Valech;;Perteneciente;Calle Km. 11, camino a Cholchol 11
De La Araucanía;IX;Pitrufquén;Centro de Salud Rural Pitrufquén;452557621;Perteneciente;
De La Araucanía;IX;Villarrica;Centro de Salud Familiar Los Volcanes;452413310;Perteneciente;Calle Los Volcanes 800
De La Araucanía;IX;Pucón;Centro de Salud Familiar Rural Pucón;452293131;Perteneciente;Calle Ansorena 662
De La Araucanía;IX;Galvarino;Posta de Salud Rural La Piedra;;Perteneciente;
De La Araucanía;IX;Vilcún;Centro de Salud Familiar de Cajón;452603153;Perteneciente;Calle Gabriela Mistral, Pueblo de Cajón 357
De La Araucanía;IX;Temuco;Posta de Salud Rural Labranza;;Perteneciente;
De La Araucanía;IX;Padre Las Casas;Posta de Salud Rural Roble Huacho;;Perteneciente;
De La Araucanía;IX;Padre Las Casas;Posta de Salud Rural Laurel Huacho;;Perteneciente;
De La Araucanía;IX;Temuco;Posta de Salud Rural Collimallín;;Perteneciente;
De La Araucanía;IX;Angol;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Norte);;Perteneciente;Calle Pedro de Oña 387
De La Araucanía;IX;Angol;PRAIS (S.S Araucanía Norte);;Perteneciente;Calle Pedro de Oña 387
De La Araucanía;IX;Angol;Clínica Dental Móvil Triple. Pat. BBTD27 (Angol);452551400;Perteneciente;Calle Pedro de Oña 387
De La Araucanía;IX;Angol;Clínica Dental Móvil Triple. Pat. BBTD28 (Angol);452551400;Perteneciente;Calle Pedro de Oña 387
De La Araucanía;IX;Angol;Hospital de Campaña Estados Unidos (Angol);;Perteneciente;
De La Araucanía;IX;Angol;Hospital de Campaña Nº 2 (Servicio de Salud);452719888;Perteneciente;
De La Araucanía;IX;Angol;Hospital de Campaña Nº 3 (Servicio de Salud);452719888;Perteneciente;
De La Araucanía;IX;Angol;Hospital Dr. Mauricio Heyermann (Angol);452551111;Perteneciente;
De La Araucanía;IX;Purén;Hospital de Purén;452555700;Perteneciente;
De La Araucanía;IX;Los Sauces;Consultorio Los Sauces;;Perteneciente;Calle Ercilla 601
De La Araucanía;IX;Collipulli;Hospital de Collipulli;452552378;Perteneciente;
De La Araucanía;IX;Traiguén;Hospital Dr. Dino Stagno M.(Traiguén);452555539;Perteneciente;
De La Araucanía;IX;Lumaco;Consultorio Lumaco;;Perteneciente;
De La Araucanía;IX;Victoria;Hospital San José de Victoria;452555929;Perteneciente;
De La Araucanía;IX;Curacautín;Hospital Dr. Oscar Hernández E.(Curacautín);452551800;Perteneciente;
De La Araucanía;IX;Lonquimay;Hospital de Lonquimay;452557500;Perteneciente;Calle O'Higgins 1060
De La Araucanía;IX;Angol;Clínica de la Asociación Chilena de Seguridad AChS Angol;452711962;No Perteneciente;Calle Ilabaca 811
De La Araucanía;IX;Angol;Centro de Salud Gendarmería de Chile Angol;452646530;No Perteneciente;
De La Araucanía;IX;Angol;Laboratorio Biomec;452712230;No Perteneciente;Calle Caupolicán 120
De La Araucanía;IX;Angol;Laboratorio Clínico Angol;452463210;No Perteneciente;Calle Ilabaca 745
De La Araucanía;IX;Angol;Vacunatorio Myrta Aravena Fuentes;452711862;No Perteneciente;Calle Diego Dublé Urrutia 225
De La Araucanía;IX;Angol;Consultorio Prefectura de Carabineros de Chile Malleco;452466423;No Perteneciente;Calle Dieciocho 340
De La Araucanía;IX;Renaico;Centro de Salud Familiar Renaico;452811850;Perteneciente;
De La Araucanía;IX;Angol;Centro de Salud Familiar Huequén;800500901;Perteneciente;
De La Araucanía;IX;Ercilla;Consultorio Ercilla;455130547;Perteneciente;Avenida Ercilla 289
De La Araucanía;IX;Angol;Centro de Salud Familiar Alemania de Angol;800500903;Perteneciente;Calle Baviera 445
De La Araucanía;IX;Angol;Centro de Salud Familiar Piedra del Águila;452519001;Perteneciente;Calle Cautín 537
De La Araucanía;IX;Victoria;Centro de Salud Familiar Victoria;800500902;Perteneciente;Calle Muñoz Vargas 730
De La Araucanía;IX;Angol;Posta de Salud Rural Vegas Blancas;;Perteneciente;
De La Araucanía;IX;Angol;Posta de Salud Rural Coyanco;;Perteneciente;
De La Araucanía;IX;Angol;Posta de Salud Rural Colonia Manuel Rodríguez;;Perteneciente;
De La Araucanía;IX;Purén;Posta de Salud Rural Cuartel Quemado;;Perteneciente;
De La Araucanía;IX;Purén;Posta de Salud Rural Coyancahuín;;Perteneciente;
De La Araucanía;IX;Purén;Posta de Salud Rural El Lingue;;Perteneciente;
De La Araucanía;IX;Los Sauces;Posta de Salud Rural San Ramón de Los Sauces;;Perteneciente;
De La Araucanía;IX;Los Sauces;Posta de Salud Rural Trintre;;Perteneciente;
De La Araucanía;IX;Renaico;Posta de Salud Rural Tijeral;;Perteneciente;
De La Araucanía;IX;Collipulli;Posta de Salud Rural Maica;;Perteneciente;
De La Araucanía;IX;Collipulli;Posta de Salud Rural Mininco;;Perteneciente;
De La Araucanía;IX;Collipulli;Posta de Salud Rural La Batalla;;Perteneciente;
De La Araucanía;IX;Collipulli;Posta de Salud Rural Amargo;;Perteneciente;
De La Araucanía;IX;Collipulli;Posta de Salud Rural Niblinto;;Perteneciente;
De La Araucanía;IX;Ercilla;Posta de Salud Rural Chequenco;;Perteneciente;
De La Araucanía;IX;Traiguén;Posta de Salud Rural Aniñir;;Perteneciente;
De La Araucanía;IX;Traiguén;Posta de Salud Rural Molco;;Perteneciente;
De La Araucanía;IX;Traiguén;Posta de Salud Rural Quechereguas;;Perteneciente;
De La Araucanía;IX;Los Sauces;Posta de Salud Rural Santa Rosa (Los Sauces );;Perteneciente;
De La Araucanía;IX;Traiguén;Posta de Salud Rural Temulemu;;Perteneciente;
De La Araucanía;IX;Traiguén;Posta de Salud Rural Quilquén;;Perteneciente;
De La Araucanía;IX;Lumaco;Posta de Salud Rural Pichipellahuén;;Perteneciente;
De La Araucanía;IX;Lumaco;Posta de Salud Rural Curilebu;;Perteneciente;
De La Araucanía;IX;Lumaco;Posta de Salud Rural Manzanar ( Lumaco );;Perteneciente;
De La Araucanía;IX;Lumaco;Posta de Salud Rural Chanco;;Perteneciente;
De La Araucanía;IX;Lumaco;Posta de Salud Rural La Herradura;;Perteneciente;
De La Araucanía;IX;Purén;Posta de Salud Rural Loncoyán;;Perteneciente;
De La Araucanía;IX;Victoria;Posta de Salud Rural Selva Oscura;;Perteneciente;
De La Araucanía;IX;Victoria;Posta de Salud Rural Púa;;Perteneciente;
De La Araucanía;IX;Victoria;Posta de Salud Rural Quino;;Perteneciente;
De La Araucanía;IX;Ercilla;Centro Comunitario de Salud Familiar Pailahueque;;Perteneciente;Calle Errazuriz, Sector de Pailahueque 310
De La Araucanía;IX;Victoria;Posta de Salud Rural Rosario;;Perteneciente;
De La Araucanía;IX;Victoria;Posta de Salud Rural Cullinco;;Perteneciente;
De La Araucanía;IX;Victoria;Posta de Salud Rural California;;Perteneciente;
De La Araucanía;IX;Victoria;Posta de Salud Rural Reducción Pailahueque;;Perteneciente;
De La Araucanía;IX;Purén;Posta de Salud Rural Huitranlebu;;Perteneciente;
De La Araucanía;IX;Ercilla;Posta de Salud Rural Chacaico;;Perteneciente;
De La Araucanía;IX;Ercilla;Posta de Salud Rural Tricauco;;Perteneciente;
De La Araucanía;IX;Ercilla;Posta de Salud Rural Temocuicui;;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural Malalcahuello;;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural Río Blanco (Curacautín);;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural La Tepa;;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural Santa Ana;;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural Radalco;;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural Rariruca;;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural Manzanar ( Curacautín );;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Contraco;;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Lolén;;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Sierra Nevada;;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Icalma;;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Liucura (Lonquimay);;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Pedregoso (Lonquimay);;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Pichipehuenco;;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Troyo;;Perteneciente;
De La Araucanía;IX;Lonquimay;Posta de Salud Rural Ranquil;;Perteneciente;
De La Araucanía;IX;Los Sauces;Posta de Salud Rural Pivadenco;;Perteneciente;
De La Araucanía;IX;Traiguén;Posta de Salud Rural Didaico;;Perteneciente;
De La Araucanía;IX;Collipulli;Posta de Salud Rural Encinar;;Perteneciente;
De La Araucanía;IX;Curacautín;Posta de Salud Rural Santa Julia;;Perteneciente;
De La Araucanía;IX;Angol;Centro Comunitario de Salud Familiar Consultorio Alemania de Angol;;Perteneciente;Calle Rucapellán 541
De La Araucanía;IX;Lumaco;Centro Comunitario de Salud Familiar Capitán Pastene;;Perteneciente;
De La Araucanía;IX;Victoria;Centro Comunitario de Salud Familiar Cons. Victoria;;Perteneciente;Calle Manuel Rodríguez 1240
De La Araucanía;IX;Angol;SAR Alemania;452717374;Perteneciente;
De La Araucanía;IX;Angol;Laboratorio Clínico Cordillera - Sala Externa de Toma de Muestras;432210284;No Perteneciente;Calle Vergara, Box Nº 5 211
De La Araucanía;IX;Freire;Centro Comunitario de Salud Familiar El Bosque;;Perteneciente;Calle Errazuriz 1248
De La Araucanía;IX;Carahue;Centro Comunitario de Salud Familiar Carahue;452681577;Perteneciente;Calle Ercilla 565
De La Araucanía;IX;Cunco;Centro Comunitario de Salud Familiar Las Villas;;Perteneciente;Calle Parque Nahuelbuta, Villa los Parques 1871
De La Araucanía;IX;Temuco;Centro de Imagenología y Diagnóstico;452654002;No Perteneciente;
De La Araucanía;IX;Temuco;SAPU Amanecer;452557300;Perteneciente;Calle Garibaldi 1280
De La Araucanía;IX;Pucón;SAPU Pucón;452293000;Perteneciente;
De La Araucanía;IX;Temuco;SAPU Pueblo Nuevo;452220038;Perteneciente;Calle Nahuelbuta 2815
De La Araucanía;IX;Freire;SAPU Freire;452391088;Perteneciente;Calle Pedro Camalez 187
De La Araucanía;IX;Temuco;SAR Labranza;452376561;Perteneciente;Calle Uno Oriente 411
De La Araucanía;IX;Villarrica;SAPU Los Volcanes;452416286;Perteneciente;
De La Araucanía;IX;Nueva Imperial;SAPU Nueva Imperial;452557800;Perteneciente;Calle Castellón 115
De La Araucanía;IX;Temuco;SAPU Pedro de Valdivia;452732836;Perteneciente;Calle Chivilcán 910
De La Araucanía;IX;Padre Las Casas;SAPU Pulmahue;452962100;Perteneciente;Avenida La Quebrada 1419
De La Araucanía;IX;Temuco;SAPU Villa Alegre;452365196;Perteneciente;Avenida Argentina 820
De La Araucanía;IX;Villarrica;SAPU Villarica;452413222;Perteneciente;Calle Caupolicán 2001
De La Araucanía;IX;Traiguén;Laboratorio Clínico Centro Médico Traiguén;452861132;No Perteneciente;Calle Balmaceda 648
De La Araucanía;IX;Lautaro;Laboratorio Clínico MasterLab;452531164;No Perteneciente;Calle Bernardo O'Higgins 601
De La Araucanía;IX;Temuco;Centro de Diálisis Tecnodial Ltda.;452238346;No Perteneciente;Calle Andres Bello 168
De La Araucanía;IX;Nueva Imperial;Centro de Diálisis Los Ángeles Limitada;452612558;No Perteneciente;Calle Baquedano 634
De La Araucanía;IX;Collipulli;Centro de Diálisis VidaDial Collipulli;452811288;No Perteneciente;Calle Cruz 499
De La Araucanía;IX;Temuco;Centro de Diálisis Villarrica Limitada;452204280;No Perteneciente;Calle Dinamarca 621
De La Araucanía;IX;Villarrica;Centro de Diálisis Villarrica Ltda.;452410707;No Perteneciente;Calle General Urrutia 20
De La Araucanía;IX;Temuco;Centro de Diálisis Araucanía Limitada;452212875;No Perteneciente;Calle El Bosque 641
De La Araucanía;IX;Victoria;Centro de Diálisis Temuco Ltda.;452844840;No Perteneciente;Calle Dartnell 1013
De La Araucanía;IX;Angol;Centro de Diálisis Bayo Dial;452463670;No Perteneciente;Calle Caupolicán 48
De La Araucanía;IX;Angol;Centro de Diálisis Angol Dial Ltda.;452718015;No Perteneciente;Calle Lautaro 20
De La Araucanía;IX;Angol;SAPU Huequén;452996300;Perteneciente;Calle Camino Los Sauces 71
De La Araucanía;IX;Victoria;SAR Victoria;452551206;Perteneciente;Calle Chorrillos 1920
De La Araucanía;IX;Temuco;Centro de Salud Familiar El Carmen;452643500;Perteneciente;Calle Los Compositores 100
De La Araucanía;IX;Padre Las Casas;Centro de Salud Familiar Conun Huenu;452742348;Perteneciente;Avenida Avenida Pulmahue 1405
De La Araucanía;IX;Temuco;Centro Médico y Dental La Araucana Temuco;452211707;No Perteneciente;Calle Aldunate 186
De Los Ríos;XIV;Valdivia;Posta de Salud Cayumapu;632296108;Perteneciente;
De Los Ríos;XIV;Futrono;SAPU Belarmina Paredes;632481079;Perteneciente;Calle German Riesco 305
De Los Ríos;XIV;Lago Ranco;SAPU Ranco;632491504;Perteneciente;Calle Concepción 662
De Los Ríos;XIV;Valdivia;SAPU Niebla;632282037;Perteneciente;
De Los Ríos;XIV;Panguipulli;SAPU Panguipulli;632264080;Perteneciente;Calle Eduardo Cruz Coke 136
De Los Ríos;XIV;Valdivia;Posta de Salud Rural Huellelhue;;Perteneciente;
De Los Ríos;XIV;Valdivia;Posta de Salud Rural Curiñanco;;Perteneciente;
De Los Ríos;XIV;Corral;Posta de Salud Rural Isla del Rey;;Perteneciente;
De Los Ríos;XIV;Corral;Posta de Salud Rural Chaihuín;;Perteneciente;
De Los Ríos;XIV;Los Lagos;Posta de Salud Rural El Salto;;Perteneciente;
De Los Ríos;XIV;Los Lagos;Posta de Salud Rural Las Huellas;;Perteneciente;
De Los Ríos;XIV;Los Lagos;Posta de Salud Rural Antilhue;;Perteneciente;
De Los Ríos;XIV;Los Lagos;Posta de Salud Rural Riñihue;;Perteneciente;
De Los Ríos;XIV;Los Lagos;Posta de Salud Rural Folilco;;Perteneciente;
De Los Ríos;XIV;Los Lagos;Posta de Salud Rural Malihue;;Perteneciente;
De Los Ríos;XIV;Panguipulli;Posta de Salud Rural Melefquén;;Perteneciente;
De Los Ríos;XIV;Mariquina;Posta de Salud Rural Chan Chan;;Perteneciente;
De Los Ríos;XIV;Mariquina;Posta de Salud Rural Mehuín;;Perteneciente;
De Los Ríos;XIV;Mariquina;Posta de Salud Rural Mississippi;;Perteneciente;
De Los Ríos;XIV;Mariquina;Posta de Salud Rural Pelchuquín;;Perteneciente;
De Los Ríos;XIV;Mariquina;Posta de Salud Rural Ciruelos;;Perteneciente;
De Los Ríos;XIV;Mariquina;Posta de Salud Rural Alepué;;Perteneciente;
De Los Ríos;XIV;Mariquina;Posta de Salud Rural Iñipulli;;Perteneciente;
De Los Ríos;XIV;Panguipulli;Posta de Salud Rural Huitag;;Perteneciente;
De Los Ríos;XIV;Panguipulli;Posta de Salud Rural Neltume;;Perteneciente;
De Los Ríos;XIV;Panguipulli;Centro Comunitario de Salud Familiar Liquiñe;;Perteneciente;
De Los Ríos;XIV;Panguipulli;Posta de Salud Rural Pirihueico;;Perteneciente;
De Los Ríos;XIV;Panguipulli;Posta de Salud Rural Cayumapu;;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Catamutún;;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Puerto Nuevo;;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Choroico (La Unión);;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Pilpilcahuín;;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Traiguén ( La Unión);;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Llancacura;;Perteneciente;
De Los Ríos;XIV;Río Bueno;Posta de Salud Rural Crucero (Río Bueno);;Perteneciente;
De Los Ríos;XIV;Río Bueno;Posta de Salud Rural Vivanco;;Perteneciente;
De Los Ríos;XIV;Río Bueno;Posta de Salud Rural Carimallín;;Perteneciente;
De Los Ríos;XIV;Río Bueno;Posta de Salud Rural Trapi;;Perteneciente;
De Los Ríos;XIV;Río Bueno;Posta de Salud Rural Cayurruca;;Perteneciente;
De Los Ríos;XIV;Río Bueno;Posta de Salud Rural Futahuente;;Perteneciente;
De Los Ríos;XIV;Paillaco;Posta de Salud Rural Reumén;;Perteneciente;
De Los Ríos;XIV;Paillaco;Posta de Salud Rural Pichirropulli;;Perteneciente;
De Los Ríos;XIV;Paillaco;Posta de Salud Rural Aguas Negras;;Perteneciente;
De Los Ríos;XIV;Futrono;Posta de Salud Rural Arquilhue;;Perteneciente;
De Los Ríos;XIV;Futrono;Posta de Salud Rural Loncopán;;Perteneciente;
De Los Ríos;XIV;Futrono;Posta de Salud Rural Maihue;;Perteneciente;
De Los Ríos;XIV;Futrono;Posta de Salud Rural Huapi;;Perteneciente;
De Los Ríos;XIV;Futrono;Posta de Salud Rural Llifén;;Perteneciente;
De Los Ríos;XIV;Lago Ranco;Posta de Salud Rural Pitriuco;;Perteneciente;
De Los Ríos;XIV;Lago Ranco;Posta de Salud Rural Illahuape;;Perteneciente;
De Los Ríos;XIV;Lago Ranco;Centro Comunitario de Salud Familiar Riñinahue;;Perteneciente;
De Los Ríos;XIV;Valdivia;Posta de Salud Rural Morrompulli;;Perteneciente;
De Los Ríos;XIV;Panguipulli;Posta de Salud Rural Bocatoma;;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Santa Elisa;;Perteneciente;
De Los Ríos;XIV;La Unión;Posta de Salud Rural Mashue;;Perteneciente;
De Los Ríos;XIV;Río Bueno;Posta de Salud Rural Mantilhue;;Perteneciente;
De Los Ríos;XIV;Paillaco;Posta de Salud Rural Santa Rosa (Paillaco);;Perteneciente;
De Los Ríos;XIV;Paillaco;Posta de Salud Rural Santa Filomena (Paillaco);;Perteneciente;
De Los Ríos;XIV;Lago Ranco;Posta de Salud Rural Calcurrupe;;Perteneciente;
De Los Ríos;XIV;Máfil;Posta de Salud Rural Huichaco;;Perteneciente;
De Los Ríos;XIV;Lago Ranco;Posta de Salud Rural Pocura;;Perteneciente;
De Los Ríos;XIV;Lago Ranco;Posta de Salud Rural Rupumeica;;Perteneciente;
